index,song_id,valence_mean,arousal_mean
765,1022,3.3,3.3
766,1023,2.9,2.3
767,1024,3.2,2.9
768,1025,5.1,6.1
769,1026,3.7,2.8
770,1027,4.6,3.8
771,1028,4.5,4.8
772,1029,3.9,4.5
773,1030,5.7,5.2
774,1031,4.8,5.0
775,1032,3.3,4.1
776,1033,5.3,5.6
777,1034,3.3,2.8
778,1035,4.3,4.2
779,1036,4.8,3.0
780,1037,5.0,4.4
781,1038,5.0,4.1
782,1039,6.3,4.6
783,1040,6.2,5.3
784,1041,5.6,5.4
785,1042,5.0,4.3
786,1043,4.9,5.0
787,1044,7.1,6.1
788,1045,4.4,3.1
789,1046,5.6,5.0
790,1047,5.3,4.4
791,1048,5.0,6.7
792,1049,5.3,6.7
793,1050,6.0,5.8
794,1051,5.2,5.3
795,1052,5.5,6.6
796,1053,4.5,6.3
797,1054,3.7,6.3
798,1055,3.7,6.3
799,1056,4.2,5.0
800,1057,4.7,7.1
801,1058,4.0,5.8
802,1059,4.7,7.5
803,1060,5.2,6.1
804,1061,6.5,6.2
805,1062,4.1,4.3
806,1063,5.2,6.4
807,1064,5.2,7.1
808,1065,6.0,6.4
809,1066,6.1,5.5
810,1067,4.0,3.4
811,1068,5.9,5.3
812,1069,4.3,5.6
813,1070,5.2,5.8
814,1071,6.5,5.3
815,1072,6.3,5.5
816,1073,5.2,3.8
817,1074,6.8,6.4
818,1075,6.4,6.6
819,1076,6.0,5.0
820,1077,6.4,4.8
821,1078,6.8,6.0
822,1079,6.9,5.6
823,1080,6.0,5.0
824,1081,5.0,3.5
825,1082,6.7,6.4
826,1083,6.1,6.6
827,1084,5.1,3.4
828,1085,6.1,5.2
829,1086,5.9,4.3
830,1087,6.0,6.4
831,1088,7.3,6.6
832,1089,6.4,6.6
833,1090,5.6,6.6
834,1091,5.7,5.8
835,1092,5.8,6.3
836,1093,5.8,6.0
837,1094,6.4,6.3
838,1095,6.2,6.2
839,1096,3.8,3.6
840,1097,5.5,5.4
841,1098,6.8,6.3
842,1099,5.7,5.9
843,1100,6.3,5.6
844,1101,3.7,2.4
845,1102,2.3,4.5
846,1103,3.6,3.5
847,1104,4.2,4.4
848,1105,3.8,3.7
849,1106,3.0,3.9
850,1107,3.0,3.2
851,1108,4.8,3.7
852,1109,4.2,2.4
853,1110,5.1,5.4
854,1111,3.2,2.9
855,1112,3.1,2.3
856,1113,3.4,3.0
857,1114,3.4,3.3
858,1115,4.4,3.9
859,1116,5.7,3.0
860,1117,4.2,3.4
861,1118,4.0,1.9
862,1119,3.4,2.1
863,1120,3.4,2.8
864,1121,3.9,2.3
865,1122,6.8,5.4
866,1123,3.1,3.1
867,1124,5.4,5.1
868,1125,4.9,3.0
869,1126,3.9,3.2
870,1127,3.4,3.0
871,1128,3.7,2.7
872,1129,3.5,2.4
873,1130,3.8,3.1
874,1131,4.5,3.4
875,1132,4.6,3.4
876,1133,5.0,2.4
877,1134,4.1,2.1
878,1135,3.1,2.7
879,1136,4.5,3.4
880,1137,4.3,4.2
881,1138,4.4,3.7
882,1139,5.1,2.5
883,1140,5.9,5.4
884,1141,4.5,3.6
885,1142,3.2,2.1
886,1143,3.8,5.1
887,1144,3.7,4.6
888,1145,4.7,2.4
889,1146,2.6,3.4
890,1147,4.6,3.6
891,1148,3.4,3.0
892,1149,4.0,2.6
893,1150,4.1,2.3
894,1151,5.0,5.6
895,1152,6.1,5.6
896,1153,3.9,2.5
897,1154,3.9,4.4
898,1155,4.2,4.3
899,1156,7.0,5.6
900,1157,6.9,6.1
901,1158,6.2,6.2
902,1159,5.8,6.0
903,1160,6.4,5.4
904,1161,4.1,2.5
905,1162,3.6,3.8
906,1163,6.2,5.3
907,1164,3.6,3.1
908,1165,3.5,2.8
909,1166,4.6,3.3
910,1167,3.6,2.8
911,1168,4.4,3.3
912,1169,3.9,2.8
913,1170,3.1,2.1
914,1171,3.6,1.9
915,1172,3.9,2.5
916,1173,4.3,4.0
917,1174,3.6,3.3
918,1175,3.7,3.4
919,1176,4.9,2.7
920,1177,5.2,3.3
921,1178,4.9,4.5
922,1179,3.4,4.1
923,1180,3.3,2.6
924,1181,3.7,4.4
925,1182,2.7,2.2
926,1183,3.7,3.2
927,1184,4.2,2.3
928,1185,6.2,4.8
929,1186,3.7,1.9
930,1187,4.4,4.1
931,1188,4.7,3.3
932,1189,4.8,3.2
933,1190,3.5,2.2
934,1191,4.4,2.6
935,1192,3.7,2.9
936,1193,4.4,3.9
937,1194,3.4,2.5
938,1195,4.2,4.0
939,1196,3.8,2.7
940,1197,3.9,2.8
941,1198,3.5,1.8
942,1199,4.5,3.5
943,1200,3.2,3.6
944,1201,6.0,5.5
945,1202,4.1,2.7
946,1203,4.0,3.4
947,1204,6.6,5.5
948,1205,6.0,5.7
949,1206,5.1,5.8
950,1207,4.7,3.4
951,1208,6.2,4.6
952,1209,4.4,2.7
953,1210,3.8,2.4
954,1211,5.5,4.7
955,1212,3.5,2.7
956,1213,3.1,2.8
957,1214,6.2,5.3
958,1215,6.2,5.6
959,1216,5.5,5.3
960,1217,3.9,2.6
961,1218,3.9,4.1
962,1219,4.3,2.2
963,1220,3.6,2.2
964,1221,5.4,5.3
965,1222,4.1,3.2
966,1223,4.6,5.6
967,1224,6.2,6.8
968,1225,3.4,4.6
969,1226,3.9,3.8
970,1227,4.7,5.7
971,1228,5.4,3.3
972,1229,5.2,4.3
973,1230,5.3,3.7
974,1231,5.5,6.5
975,1232,6.9,6.3
976,1233,5.5,4.8
977,1234,4.6,3.0
978,1235,4.9,5.8
979,1236,4.5,4.9
980,1237,4.1,3.3
981,1238,5.5,5.1
982,1239,6.3,6.7
983,1240,2.7,2.6
984,1241,4.1,3.7
985,1242,4.7,4.3
986,1243,5.8,5.7
987,1244,4.6,3.7
988,1245,6.4,5.3
989,1246,4.5,3.1
990,1247,4.4,6.3
991,1248,3.7,3.0
992,1249,5.1,5.6
993,1250,7.0,7.4
994,1251,6.9,6.3
995,1252,5.2,5.1
996,1253,4.1,3.0
997,1254,4.7,6.2
998,1255,3.4,2.0
999,1256,5.7,5.5
1000,1257,5.0,3.8
1001,1258,5.7,5.6
1002,1259,3.6,2.8
1003,1260,7.2,6.5
1004,1261,3.8,3.1
1005,1262,4.5,4.8
1006,1263,5.8,5.1
1007,1264,4.6,3.6
1008,1265,5.8,5.5
1009,1266,5.6,5.1
1010,1267,4.5,3.7
1011,1268,5.3,3.7
1012,1269,3.5,4.4
1013,1270,4.6,5.3
1014,1271,4.6,4.7
1015,1272,4.0,3.2
1016,1273,4.8,5.6
1017,1274,6.0,5.4
1018,1275,3.5,2.8
1019,1276,4.8,5.5
1020,1277,2.9,2.2
1021,1278,5.1,4.1
1022,1279,5.6,4.2
1023,1280,5.9,5.4
1024,1281,5.4,4.5
1025,1282,6.8,6.4
1026,1283,3.3,5.2
1027,1284,6.3,6.6
1028,1285,5.1,4.9
1029,1286,3.8,3.0
1030,1287,4.5,4.3
1031,1288,5.2,3.4
1032,1289,5.0,4.4
1033,1290,6.6,6.6
1034,1291,3.6,2.5
1035,1292,5.6,5.2
1036,1293,5.7,5.1
1037,1294,5.9,5.5
1038,1295,6.9,6.4
1039,1296,5.0,5.9
1040,1297,4.8,3.7
1041,1298,6.9,5.6
1042,1299,4.5,4.7
1043,1300,6.0,4.5
1044,1301,4.4,2.8
1045,1302,4.4,3.8
1046,1303,6.1,6.5
1047,1304,5.2,6.3
1048,1305,4.7,6.2
1049,1306,5.3,5.3
1050,1307,5.1,5.4
1051,1308,5.8,5.3
1052,1309,6.5,7.4
1053,1310,5.1,4.4
1054,1311,4.1,3.5
1055,1312,5.3,4.0
1056,1313,4.2,3.0
1057,1314,4.1,4.1
1058,1315,7.0,6.4
1059,1316,5.2,4.0
1060,1317,5.3,6.2
1061,1318,4.8,4.3
1062,1319,6.5,5.6
1063,1320,3.8,6.5
1064,1321,4.5,5.7
1065,1322,6.5,5.5
1066,1323,5.5,5.0
1067,1324,6.1,6.7
1068,1325,5.9,5.8
1069,1326,6.1,5.0
1070,1327,5.5,2.8
1071,1328,4.4,2.7
1072,1329,5.3,4.2
1073,1330,5.7,7.2
1074,1331,5.3,4.4
1075,1332,2.5,2.3
1076,1333,4.5,5.7
1077,1334,3.8,7.8
1078,1335,5.4,5.6
1079,1336,3.6,2.7
1080,1337,5.0,6.5
1081,1338,6.2,6.4
1082,1339,7.2,6.8
1083,1340,6.4,5.7
1084,1341,3.5,3.2
1085,1342,6.5,6.4
1086,1343,6.0,5.4
1087,1344,6.3,5.5
1088,1345,4.5,2.9
1089,1346,6.5,5.6
1090,1347,4.6,4.0
1091,1348,5.8,6.3
1092,1349,5.2,5.2
1093,1350,4.0,2.6
1094,1351,6.3,5.9
1095,1352,6.7,6.4
1096,1353,5.3,6.4
1097,1354,4.6,2.0
1098,1355,6.3,3.8
1099,1356,5.2,5.2
1100,1357,4.5,6.0
1101,1358,6.0,6.0
1102,1359,3.6,3.4
1103,1360,5.5,2.9
1104,1361,4.4,2.5
1105,1362,4.4,5.4
1106,1363,5.1,3.6
1107,1364,4.3,6.2
1108,1365,6.5,6.4
1109,1366,5.4,6.3
1110,1367,7.1,7.2
1111,1368,3.4,3.3
1112,1369,6.8,6.6
1113,1370,4.3,4.1
1114,1371,5.7,5.4
1115,1372,4.8,5.2
1116,1373,6.6,5.7
1117,1374,6.0,4.1
1118,1375,5.6,5.6
1119,1376,7.0,6.6
1120,1377,3.7,3.1
